Price	Carat	Clarity	Color	Cut	Source	Year
3431	0.75	5	7	2	Alrosa	2011
3431	0.93	2	9	3	Debswana	1990
3431	0.76	4	5	2	DeBeers	1997
3431	1	1	10	3	Alrosa	1986
3432	1.04	2	11	3	DeBeers	2009
3432	0.8	6	8	2	Alrosa	2012
3433	1.06	2	10	2	DeBeers	1999
3433	0.73	5	6	2	Debswana	1985
3434	0.75	4	5	3	RioTinto	2006
3434	0.73	4	5	2	Alrosa	2001
3435	1.02	3	11	2	RioTinto	1983
3437	0.9	2	8	3	RioTinto	1979
3437	1.24	1	11	3	Alrosa	1985
3437	0.72	6	6	3	Alrosa	2017
3437	0.72	6	6	1	DeBeers	2006
3437	0.93	4	9	3	RioTinto	1984
3437	0.62	6	4	2	RioTinto	1979
3438	0.9	2	8	2	RioTinto	2011
3440	1.01	1	10	3	DeBeers	1972
3440	1.01	1	10	2	Debswana	2016
3519	0.9	5	9	4	Alrosa	2005
3519	0.9	5	9	4	Debswana	2005
3520	0.8	3	5	3	DeBeers	1963
3521	0.9	1	5	3	Debswana	1984
3521	1.04	2	10	3	DeBeers	1972
3522	0.92	2	5	3	Debswana	2008
3523	0.66	7	5	2	RioTinto	1997
3523	0.7	5	5	3	Alrosa	2012
3523	1.01	1	8	4	Alrosa	1963
3524	0.91	2	8	2	Alrosa	2014
3524	0.92	1	6	3	RioTinto	1964
3524	0.83	5	8	1	DeBeers	1993
3525	0.72	5	5	2	RioTinto	1967
3525	0.72	7	7	2	Debswana	2003
3525	1.01	3	11	1	Debswana	1964
3525	0.71	5	5	3	Alrosa	1991
3527	0.55	7	4	2	RioTinto	2010
3527	0.71	3	4	2	RioTinto	1981
3528	0.9	6	10	3	DeBeers	1967
3528	0.9	2	8	3	Debswana	1969
3528	0.9	2	8	3	DeBeers	1970
3529	0.91	2	8	2	Debswana	1997
3529	0.92	1	7	3	RioTinto	2002
3529	0.9	2	8	2	Debswana	1967
3529	0.9	1	5	3	Debswana	1982
3600	0.64	6	5	1	Alrosa	1990
3600	1.12	3	11	2	Debswana	2007
3600	0.9	1	4	2	Alrosa	2003
3601	0.96	2	8	3	RioTinto	2013
3601	1.06	1	11	2	DeBeers	1972
3601	1.06	1	10	3	Alrosa	1997
3602	1.01	2	10	3	RioTinto	2002
3604	0.9	3	8	2	DeBeers	1998
3604	0.91	4	9	3	RioTinto	1968
3604	0.9	3	8	4	Debswana	1978
3604	0.65	6	4	2	Debswana	1975
3604	0.9	4	8	3	Alrosa	1969
3604	0.9	4	8	3	RioTinto	1983
3604	0.9	4	8	3	Debswana	2006
3604	0.9	3	8	4	RioTinto	2010
3604	0.9	3	8	4	Alrosa	2006
3604	0.9	3	8	3	Alrosa	1965
3604	0.9	3	8	3	RioTinto	2000
3604	0.9	3	8	3	Debswana	1978
3604	1.17	1	10	3	RioTinto	1974
3604	0.9	2	6	2	DeBeers	1977
3604	0.9	7	10	3	Debswana	1998
3605	0.78	4	6	2	RioTinto	1984
3605	0.9	1	6	3	Alrosa	1986
3605	0.9	1	6	2	Debswana	2004
3675	0.9	1	4	4	DeBeers	1996
3675	0.76	4	5	1	Debswana	2003
3676	0.62	6	4	1	DeBeers	2006
3676	0.62	6	4	2	DeBeers	2017
3676	1.01	1	9	3	DeBeers	1977
3677	0.91	3	8	3	Debswana	1984
3677	0.91	3	8	3	RioTinto	1981
3677	1.01	3	10	3	Alrosa	2003
3678	0.76	2	5	3	Alrosa	1969
3679	1	1	9	4	DeBeers	1970
3680	1.01	2	10	3	Alrosa	1965
3680	1.01	2	10	1	Debswana	1968
3680	1	4	11	2	RioTinto	2003
3680	0.71	6	6	1	Debswana	1972
3680	1	1	7	4	DeBeers	1987
3681	1.17	1	10	2	Alrosa	1989
3681	1.02	1	10	2	DeBeers	1978
3681	1.03	1	9	2	RioTinto	2013
3682	0.74	6	6	2	Debswana	1989
3683	0.9	2	4	4	Alrosa	1969
3683	0.9	2	4	3	DeBeers	2009
3683	0.9	2	4	3	DeBeers	1966
3683	0.9	2	4	3	Debswana	2013
3683	0.9	2	4	3	RioTinto	1970
3683	0.7	5	5	2	DeBeers	1984
3751	1.04	3	11	2	RioTinto	2001
3752	1	3	10	3	DeBeers	1963
3752	0.9	4	9	3	RioTinto	1975
3752	1.23	3	11	3	DeBeers	1980
3752	0.9	1	5	3	RioTinto	1999
3752	0.9	1	5	3	DeBeers	2000
3752	0.9	1	5	3	Alrosa	1993
3752	0.9	1	5	3	Debswana	1987
3752	0.9	1	5	2	Alrosa	1987
3752	1.03	2	10	3	RioTinto	1993
3753	0.9	2	7	2	Alrosa	1988
3754	0.7	7	5	2	Alrosa	1981
3755	1.06	2	10	1	DeBeers	2004
3755	1	1	7	2	DeBeers	1993
3756	1.01	1	8	3	RioTinto	1998
3756	0.7	6	5	1	RioTinto	2001
3756	0.7	4	4	2	Alrosa	1994
3756	1.04	1	10	3	RioTinto	1978
3757	1.01	5	11	3	Debswana	2007
3757	0.69	6	5	3	RioTinto	1972
3757	0.73	6	6	2	Debswana	1982
3757	0.73	6	6	2	Debswana	1966
3757	0.73	6	6	1	Debswana	1991
3758	0.56	7	5	2	Alrosa	1971
3758	1.01	1	8	4	DeBeers	2004
3827	1.01	1	7	4	RioTinto	2009
3827	1.01	2	10	3	DeBeers	1992
3828	0.91	2	6	2	RioTinto	1985
3828	0.59	7	4	3	Alrosa	1978
3828	1	1	5	3	DeBeers	1981
3828	1	1	5	4	DeBeers	1973
3829	1.05	1	8	3	RioTinto	1971
3829	1.05	1	8	3	Debswana	2006
3829	0.91	2	7	3	Alrosa	2006
3829	0.91	2	7	3	RioTinto	2002
3829	1.05	1	9	2	Alrosa	1971
3830	1.03	2	9	3	Debswana	1990
3830	0.95	1	6	2	DeBeers	1984
3830	0.83	3	5	2	DeBeers	1986
3830	0.7	5	5	1	RioTinto	1964
3830	0.9	2	7	3	DeBeers	1985
3831	1.08	1	10	2	DeBeers	2017
3832	0.91	2	8	3	Debswana	1974
3832	1.01	2	8	2	DeBeers	1965
3832	1.01	2	8	4	Debswana	1986
3833	1.01	1	9	3	Debswana	2017
3833	1.01	1	9	3	RioTinto	1974
3833	1.01	1	9	3	Alrosa	1995
3833	1.01	1	9	3	Debswana	1992
3833	1.01	2	9	2	RioTinto	1974
3903	1.01	1	9	1	Debswana	2006
3903	1.01	1	9	2	DeBeers	1963
3903	1.01	1	9	3	Debswana	1999
3903	0.91	4	8	3	DeBeers	2017
3903	1.03	1	7	3	Alrosa	1964
3903	1.03	4	10	4	Debswana	1963
3904	0.91	3	8	3	Alrosa	1990
3904	0.91	3	6	4	DeBeers	1970
3904	0.83	4	5	3	RioTinto	1985
3905	1	2	9	3	RioTinto	2005
3905	0.9	5	9	3	Debswana	1979
3905	0.9	2	4	3	Debswana	1997
3907	0.8	4	5	3	RioTinto	1973
3907	0.82	6	8	2	Debswana	1982
3907	1.18	1	10	3	Debswana	1967
3907	1.2	1	10	2	Debswana	2008
3908	0.74	4	5	2	Debswana	1986
3909	1.12	3	11	2	Alrosa	1984
3909	1.03	2	10	3	DeBeers	1990
3909	1.03	2	10	2	Alrosa	1966
3909	1.03	2	10	2	RioTinto	2013
3909	1.03	2	10	2	Alrosa	1984
3909	1.03	2	10	3	Alrosa	1965
3909	1.03	2	10	4	RioTinto	2017
3909	1.03	1	9	2	RioTinto	2012
3975	1.09	1	8	3	RioTinto	2006
3975	1.09	1	8	3	Debswana	1979
3975	1.09	1	8	2	DeBeers	2006
3975	0.9	3	7	3	Debswana	1992
3975	0.91	4	8	3	Debswana	2002
3975	0.91	3	8	3	Debswana	2004
3975	0.91	3	8	3	Debswana	2002
3976	1.02	1	5	3	DeBeers	2006
3976	0.9	3	8	3	RioTinto	1978
3976	1.01	1	8	3	RioTinto	1974
3977	1.37	1	11	2	Debswana	2014
3977	1.01	4	11	3	RioTinto	2008
3978	0.76	5	5	3	Alrosa	2002
3979	0.95	2	6	3	Debswana	1977
3980	0.9	2	7	2	Debswana	1964
3980	1.03	2	10	2	Debswana	1973
3980	1.03	2	10	2	Alrosa	1982
3980	1.03	1	9	3	Alrosa	1991
3980	0.8	6	8	3	Debswana	2007
3980	0.84	5	7	2	Debswana	2017
3980	0.74	6	5	2	Debswana	1992
3981	0.9	3	7	3	DeBeers	1969
3981	0.94	5	9	3	RioTinto	1995
3981	1.16	3	10	3	RioTinto	1973
3981	1.03	2	10	2	Debswana	1984
3993	1.01	1	8	3	DeBeers	2010
3994	0.91	5	9	2	Debswana	1969
3994	1.23	3	11	3	Debswana	1969
3995	1.01	2	9	3	Debswana	1985
3995	0.7	6	5	2	DeBeers	2008
3995	0.91	1	6	2	Debswana	2014
3996	1.06	4	10	3	Debswana	1969
3997	1.05	1	7	2	Debswana	2009
3997	1.03	1	9	2	RioTinto	2000
3997	0.95	2	7	3	Debswana	1979
3997	1.03	1	6	3	Debswana	1984
3998	1.21	2	11	3	DeBeers	2010
3998	0.7	5	4	2	DeBeers	2005
3998	0.7	5	4	2	RioTinto	2008
3998	1.02	1	9	2	DeBeers	2006
3999	1.04	1	9	3	Alrosa	1995
4000	1.01	1	6	3	Alrosa	1998
4000	1.01	3	10	3	DeBeers	2012
4000	1.01	4	11	2	Debswana	1987
4000	1.01	3	10	2	RioTinto	2009
4000	1.01	3	10	3	RioTinto	2002
4000	1.01	5	11	3	Debswana	1986
4000	1.01	3	10	2	RioTinto	1986
4000	1.01	2	9	3	Debswana	2008
4001	0.72	6	5	2	Alrosa	1994
4001	1.09	2	10	3	DeBeers	2014
4001	1.17	2	11	2	DeBeers	1991
4001	1.05	1	9	3	Alrosa	1997
4002	1.04	1	7	2	Alrosa	1980
4002	0.96	1	5	3	RioTinto	1981
4002	1.13	1	9	3	Debswana	1965
4003	1.09	5	11	3	Debswana	2011
4003	1.11	2	10	2	Alrosa	2007
4003	0.8	7	8	2	Alrosa	1985
4003	0.8	6	7	1	Debswana	2017
4004	1	2	9	4	Alrosa	1988
4004	1	2	9	2	Debswana	1995
4004	1	2	9	4	RioTinto	1997
4004	1	2	9	2	RioTinto	1989
4004	1	2	9	4	RioTinto	1980
4006	0.91	2	5	3	Alrosa	2010
4007	0.97	2	8	2	Alrosa	1995
4007	1.01	1	9	3	DeBeers	1982
4007	1.01	1	9	3	DeBeers	2007
4007	1.01	1	9	3	Alrosa	2004
4007	1.01	2	10	1	DeBeers	1977
4007	1.01	1	9	3	DeBeers	1987
4007	1.01	1	9	3	Alrosa	2004
4008	0.92	2	6	2	Alrosa	1995
4067	0.9	2	5	3	RioTinto	1968
4067	1.03	2	9	2	Alrosa	1995
4067	1.02	1	7	2	Alrosa	1999
4068	1.01	1	8	2	RioTinto	1976
4069	1.21	1	9	3	DeBeers	1987
4070	1	1	8	3	Alrosa	1981
4071	1.01	2	9	2	RioTinto	2003
4072	1.01	1	8	2	Alrosa	1977
4072	1.01	2	9	3	Alrosa	1996
4072	1.01	2	9	3	Debswana	1980
4072	1.01	1	7	3	RioTinto	1991
4072	1.01	4	11	2	Debswana	1987
4073	0.91	4	8	3	Debswana	1966
4073	0.91	2	7	2	Debswana	1965
4074	1.2	3	11	3	DeBeers	1967
4074	1.03	2	8	3	Alrosa	2011
4074	1	3	10	3	Debswana	2016
4076	1	1	6	3	RioTinto	1974
4076	1.02	1	9	2	Alrosa	1981
4077	1	2	9	3	RioTinto	1963
4077	1	2	9	3	RioTinto	1969
4077	1	2	9	4	DeBeers	2001
4077	1.01	4	10	3	Debswana	1989
4077	1.01	1	7	3	RioTinto	1985
4077	1.01	1	7	4	Alrosa	1977
4135	0.9	2	4	3	Debswana	2004
4135	1	2	8	3	Debswana	2014
4136	1.11	1	9	3	Debswana	1996
4136	1.13	1	9	1	Alrosa	2017
4136	1.01	1	8	2	Alrosa	2001
4136	0.76	7	7	2	RioTinto	1982
4137	1.09	1	6	3	Debswana	2010
4137	1.1	1	9	2	Debswana	1983
4137	1.09	2	10	4	Debswana	1976
4137	0.9	4	8	2	Debswana	2017
4137	0.9	4	8	2	Alrosa	2012
4137	0.91	2	5	2	DeBeers	1984
4138	0.66	6	4	2	Alrosa	1987
4138	1.04	2	8	3	Debswana	1988
4138	0.91	2	5	3	DeBeers	2014
4139	0.57	7	4	2	Alrosa	1982
4139	0.77	5	6	2	Alrosa	2011
4139	1.03	1	9	2	RioTinto	1992
4139	1.02	1	8	1	DeBeers	1982
4140	1.12	3	10	3	DeBeers	1977
4140	1.1	3	10	2	DeBeers	2006
4140	1	3	10	3	Alrosa	2007
4140	1.01	1	9	3	Debswana	1966
4140	1.01	2	10	4	DeBeers	1983
4140	1.01	2	7	3	DeBeers	2016
4204	0.72	6	4	2	DeBeers	1985
4204	0.91	4	8	2	Alrosa	1964
4204	1.05	1	8	3	RioTinto	1998
4204	0.91	3	6	3	RioTinto	1974
4204	0.91	3	6	3	Alrosa	2001
4205	0.81	6	7	2	Debswana	1978
4205	0.81	6	7	1	Debswana	2013
4205	1.06	1	5	4	RioTinto	2012
4205	0.8	4	4	3	Alrosa	1993
4206	1	1	7	3	RioTinto	1983
4206	1.06	2	10	2	Debswana	1985
4206	1.11	4	10	3	DeBeers	1975
4206	1.11	1	7	3	DeBeers	2007
4206	1.11	1	7	3	Debswana	1973
4207	1.08	1	8	3	RioTinto	1987
4207	1.26	1	9	2	DeBeers	1980
4208	0.9	3	7	3	RioTinto	1972
4208	1	1	8	4	Alrosa	1972
4208	1.06	4	11	2	Alrosa	2014
4208	1.07	2	10	2	Alrosa	1999
4208	0.9	2	6	2	Alrosa	1975
4210	1.04	1	7	2	DeBeers	2008
4210	0.92	3	8	2	Debswana	1983
4211	1.01	1	8	1	DeBeers	1979
4211	1.01	1	8	3	DeBeers	1981
4273	0.93	2	4	3	Alrosa	1987
4273	0.59	7	4	2	DeBeers	2000
4273	1	1	7	3	Debswana	1972
4273	1.04	1	7	3	RioTinto	1993
4273	1.05	3	10	3	DeBeers	2001
4275	1.14	1	10	3	DeBeers	2002
4275	0.75	4	4	1	Debswana	1974
4275	1	2	8	3	Alrosa	2015
4275	1.07	2	9	3	RioTinto	1990
4275	0.9	2	6	2	Debswana	1969
4275	0.9	2	6	2	DeBeers	1967
4276	1.15	6	11	3	Debswana	1974
4276	1.06	2	9	3	Alrosa	1994
4276	0.92	3	7	3	DeBeers	1986
4277	1.08	5	11	3	RioTinto	2016
4277	0.9	3	6	3	RioTinto	1984
4277	1.08	3	10	3	Debswana	2006
4277	1.01	2	9	2	DeBeers	1994
4277	1.01	4	8	4	DeBeers	2015
4277	1.01	3	9	4	Alrosa	2011
4277	1.01	3	9	3	DeBeers	1964
4277	1.01	3	9	4	Alrosa	1983
4277	1.01	1	7	3	Alrosa	2011
4278	0.79	5	6	2	DeBeers	1999
4278	1.07	1	8	2	DeBeers	1969
4338	0.93	1	4	2	DeBeers	1994
4338	0.81	5	6	2	DeBeers	2014
4338	1.06	1	8	2	Alrosa	2012
4338	1	2	8	4	Alrosa	2001
4338	1.01	1	6	3	RioTinto	1963
4339	1.04	1	8	3	Debswana	1985
4339	0.8	4	5	2	Debswana	2004
4339	0.8	4	5	2	Debswana	2003
4339	1.07	1	8	3	Alrosa	1970
4341	0.76	5	4	2	Debswana	1980
4341	0.8	5	6	2	DeBeers	2014
4341	0.8	6	6	3	DeBeers	1976
4341	0.72	7	5	2	RioTinto	1989
4342	1.08	2	10	2	RioTinto	1990
4342	1.07	1	8	2	DeBeers	1969
4342	0.97	2	7	3	Debswana	1981
4343	0.94	3	6	3	DeBeers	1993
4344	1.16	2	10	3	Debswana	1964
4344	1.16	1	9	3	Alrosa	1984
4344	1.03	1	7	2	Alrosa	1992
4344	1.01	1	6	3	RioTinto	2002
4345	1	2	8	3	RioTinto	1977
4345	1.07	2	10	2	Alrosa	1983
4346	0.7	7	5	2	DeBeers	1984
4346	1.14	1	9	1	DeBeers	1981
4413	0.7	6	4	3	Alrosa	1963
4415	1.22	2	11	1	RioTinto	2008
4415	1.08	1	8	3	Debswana	1991
4415	0.91	7	9	2	Alrosa	1998
4415	1.05	1	7	2	RioTinto	2004
4416	1.05	1	7	3	Alrosa	2006
4416	1	3	10	3	DeBeers	2003
4416	0.96	2	7	2	RioTinto	2005
4416	1.01	1	7	3	RioTinto	1967
4416	1.01	4	10	3	Debswana	1984
4416	1.01	4	10	3	Alrosa	1983
4416	1.01	4	10	3	Alrosa	2001
4416	1.01	1	7	3	Debswana	1964
4416	1.01	1	7	2	DeBeers	1968
4416	1.01	1	7	4	Debswana	2017
4416	1	1	6	2	DeBeers	2005
4416	1	3	9	3	Debswana	2001
4417	1	2	8	3	DeBeers	1975
4417	1	2	8	3	Alrosa	1983
4417	1.01	1	6	2	RioTinto	2006
4417	1.01	1	6	2	Debswana	1987
4418	1.23	1	10	3	RioTinto	1975
4418	1.35	1	11	3	DeBeers	2001
4418	1.05	1	8	2	Debswana	2006
4419	1	2	5	3	Debswana	1974
4482	1.08	2	9	3	Alrosa	1970
4482	1.01	2	9	3	DeBeers	1973
4482	1.06	1	8	3	RioTinto	2017
4482	0.82	4	4	2	Debswana	1988
4483	0.77	5	5	2	Alrosa	2009
4483	1.15	4	11	3	Alrosa	2011
4484	0.74	5	4	2	Debswana	1979
4484	0.92	7	9	2	Alrosa	1980
4484	1.01	7	11	3	RioTinto	1976
4484	1.03	1	7	1	Debswana	1967
4484	1.03	1	7	2	Debswana	1981
4484	1.12	2	9	3	Debswana	2015
4484	1.1	2	9	3	Debswana	1996
4485	0.9	3	5	3	RioTinto	2016
4485	1.11	2	9	3	DeBeers	1971
4485	1.23	2	10	3	Debswana	1987
4486	0.9	4	8	3	RioTinto	2006
4486	1.03	1	8	2	Alrosa	2004
4486	1.03	1	7	2	Alrosa	1997
4486	1.03	1	7	3	DeBeers	1988
4487	1.03	3	9	3	Alrosa	1979
4487	1.03	1	6	2	Debswana	1981
4487	1.02	1	8	2	Alrosa	2006
4487	1.06	2	9	3	Debswana	1993
4487	1.07	2	9	2	DeBeers	2003
4550	0.8	5	6	1	Alrosa	1982
4550	1.25	1	10	2	Debswana	2008
4551	0.83	5	6	2	Debswana	1994
4551	0.83	5	6	2	Alrosa	1978
4551	1.04	1	6	3	DeBeers	2015
4552	1.01	2	8	3	Alrosa	1990
4552	0.9	2	5	2	DeBeers	2000
4552	0.9	2	5	3	DeBeers	1972
4552	0.9	2	5	2	DeBeers	1983
4552	1.06	1	7	2	DeBeers	1975
4553	0.96	3	8	3	Debswana	2007
4553	0.71	5	4	2	RioTinto	1986
4553	0.9	3	5	3	RioTinto	1968
4553	0.9	3	5	3	DeBeers	1977
4553	0.9	3	5	3	Alrosa	1989
4553	1.01	1	7	2	RioTinto	1978
4554	0.9	2	6	2	DeBeers	2000
4554	1	1	6	4	Alrosa	1997
4554	1.25	1	9	3	Alrosa	1972
4554	1.2	2	10	2	RioTinto	1971
4554	1.2	2	10	2	RioTinto	1979
4554	1	5	10	2	Debswana	1990
4554	1	5	10	2	Alrosa	1988
4555	1.02	2	8	3	DeBeers	2015
4555	1.02	2	8	3	DeBeers	2008
4624	1.03	1	7	2	DeBeers	1976
4624	1.04	2	9	2	Debswana	1992
4625	0.91	5	7	3	DeBeers	1976
4625	0.91	3	6	2	RioTinto	1996
4625	0.91	3	4	4	Alrosa	1969
4625	0.9	4	6	3	Debswana	2001
4625	1.01	2	8	2	Debswana	1981
4626	1	4	9	4	Debswana	2014
4627	1.01	1	5	3	DeBeers	1993
4627	1.27	1	9	3	RioTinto	2015
4627	0.9	3	6	2	RioTinto	1995
4628	0.81	3	4	2	RioTinto	2008
4628	1.11	1	8	2	Alrosa	1977
4628	1.11	1	8	3	Alrosa	1997
4628	1.01	2	9	3	DeBeers	1966
4628	1.1	1	8	3	Debswana	1983
4628	1	1	5	3	RioTinto	1998
4628	1.01	2	8	3	DeBeers	1984
4628	1.11	1	8	2	RioTinto	1969
4629	0.9	2	5	2	Debswana	1989
4629	0.75	7	5	2	Alrosa	1999
4629	1.07	1	6	2	RioTinto	1990
4629	0.74	7	6	1	Alrosa	1963
4630	0.91	2	4	3	Debswana	1963
4630	1	2	7	3	DeBeers	1978
4695	1.21	2	10	2	Debswana	2012
4696	1.06	1	5	2	DeBeers	2001
4696	1.2	3	10	3	RioTinto	2014
4697	1.06	1	7	1	RioTinto	1976
4697	1	2	7	2	DeBeers	1977
4697	1	2	7	3	RioTinto	2001
4697	1	2	7	4	RioTinto	1969
4697	1	2	7	3	Alrosa	2017
4698	1.01	2	5	3	RioTinto	2009
4698	1.07	1	7	1	RioTinto	1968
4698	1	1	5	3	DeBeers	1989
4698	1	2	8	2	Debswana	1973
4698	1	2	8	3	Debswana	1983
4700	1.38	1	10	3	RioTinto	1990
4700	1.09	1	7	2	Alrosa	1986
4700	1.01	1	8	2	Alrosa	2016
4700	1.22	1	10	3	DeBeers	1983
4701	1	2	4	4	Debswana	1976
4701	1.01	2	7	2	RioTinto	1968
4701	1.01	2	8	1	DeBeers	1969
4701	1.06	1	8	2	DeBeers	1963
4701	1.06	5	10	1	DeBeers	1997
4702	1.02	2	9	1	DeBeers	1991
4702	0.9	3	6	2	Alrosa	1971
4703	1.09	1	8	3	Debswana	1988
4786	0.8	5	4	2	RioTinto	1963
4786	1.04	1	8	2	Alrosa	1966
4786	0.85	4	5	2	RioTinto	1987
4787	1.01	2	7	3	Alrosa	1999
4787	1	1	4	3	RioTinto	2008
4788	1.1	2	8	4	RioTinto	1979
4789	1.01	1	5	3	DeBeers	1975
4789	1.01	2	8	2	Alrosa	1972
4789	0.74	7	5	2	DeBeers	1966
4789	1	4	9	1	RioTinto	1989
4790	1.01	2	8	2	Debswana	1966
4790	1.23	1	9	2	DeBeers	1989
4790	1.07	1	6	3	RioTinto	1979
4791	1.02	1	4	3	Debswana	1969
4791	1.02	2	7	4	Alrosa	1992
4791	1.06	1	4	3	Alrosa	1983
4792	1.17	1	8	1	DeBeers	1980
4792	1.1	1	8	2	Alrosa	1975
4792	1.21	4	11	3	Debswana	1988
4792	1.02	1	5	3	Alrosa	1970
4792	1.23	1	9	3	RioTinto	2017
4792	1.23	2	10	4	DeBeers	2009
4792	0.7	6	4	2	Debswana	2000
4792	1.01	2	9	2	DeBeers	1991
4792	0.9	3	6	3	Alrosa	1996
4865	1.25	1	10	3	Alrosa	1985
4865	1.04	1	5	2	Debswana	1997
4866	1.07	2	8	3	DeBeers	1999
4866	1.07	2	8	4	RioTinto	1971
4866	0.8	6	6	1	Alrosa	1993
4867	1.2	1	6	2	DeBeers	1993
4867	0.91	3	5	2	Alrosa	1981
4867	0.97	4	8	4	Debswana	1987
4867	1.11	2	8	3	RioTinto	2009
4868	1	1	4	3	Alrosa	2006
4868	1	2	7	3	Debswana	1991
4868	1.09	2	8	2	Alrosa	1997
4868	0.75	5	4	2	RioTinto	1963
4869	1.28	1	10	3	Alrosa	2016
4869	1.3	2	10	3	DeBeers	1964
4870	1.1	1	8	2	RioTinto	1997
4871	1.35	3	11	2	RioTinto	1970
4871	1.23	3	10	2	Debswana	1984
4871	1.23	2	10	2	Debswana	1971
4871	1	2	8	2	RioTinto	1988
4872	1.05	1	6	2	Debswana	1999
4872	1	2	8	2	Debswana	2010
4872	1	2	8	3	Alrosa	1997
4874	1.13	4	10	3	DeBeers	1985
4874	0.92	3	6	2	DeBeers	2004
4944	0.91	5	8	2	DeBeers	1975
4946	1.02	2	8	2	DeBeers	1990
4946	1.02	2	8	2	Alrosa	1992
4946	1.12	4	11	2	Debswana	2009
4946	1.12	2	9	2	DeBeers	1996
4946	1.1	1	6	3	DeBeers	1993
4949	1.28	3	11	2	Alrosa	2016
4950	1	2	7	2	DeBeers	1977
4950	0.9	3	4	3	DeBeers	1998
4950	1.25	3	10	3	Alrosa	1984
4950	1.25	4	11	2	RioTinto	1972
4950	1.04	4	9	2	Alrosa	1986
4950	1	2	5	2	DeBeers	2011
4950	1	2	5	3	Debswana	2006
4950	1.01	1	5	3	DeBeers	1963
4951	1.03	2	7	2	Alrosa	2017
4952	1.23	1	9	1	DeBeers	1996
4952	1.27	3	10	2	RioTinto	1963
4952	0.84	4	5	2	Alrosa	1989
4952	1.1	2	9	2	Debswana	1980
4952	1.14	2	8	4	Alrosa	2017
4953	1.06	4	9	2	RioTinto	1975
4955	1.04	2	8	3	Alrosa	2006
4955	1.12	1	8	2	RioTinto	2016
4955	0.91	3	4	3	Debswana	1986
4990	1	3	8	3	DeBeers	1992
4990	1.13	1	8	1	Alrosa	1977
4990	1.12	5	11	2	Alrosa	1993
4990	1.01	1	4	3	DeBeers	1977
4990	1.01	2	7	3	Debswana	1976
4991	1.11	1	5	3	Debswana	1989
4991	1.07	4	10	3	Debswana	1970
4991	1.51	1	11	2	RioTinto	1991
4992	1.03	4	9	2	Alrosa	1985
4994	1.08	2	9	2	DeBeers	2004
4994	1.2	1	9	2	Debswana	1974
4995	1.26	1	7	4	Debswana	2005
4996	1.06	1	8	2	RioTinto	2014
4996	0.92	7	9	2	Debswana	1988
4997	1.02	7	11	2	Alrosa	2008
4997	1.04	1	5	3	Alrosa	1993
4997	1.18	1	6	3	Alrosa	1991
4997	1	4	8	4	RioTinto	1963
4999	1.13	3	9	4	DeBeers	2002
5000	1.01	2	5	3	RioTinto	1976
5000	0.9	4	6	2	RioTinto	1988
5000	1.01	2	5	4	DeBeers	1990
5002	1.1	1	5	3	Alrosa	1996
5002	1.1	1	5	4	RioTinto	1990
5002	1.12	1	5	2	Alrosa	1981
5002	0.9	4	6	2	Alrosa	1993
5002	1	2	8	3	Debswana	1997
5002	1	2	8	2	Alrosa	2007
5002	1	2	8	2	DeBeers	1981
5003	1.2	1	7	4	Alrosa	1964
5003	1.2	2	8	2	Alrosa	2017
5003	1.07	2	8	3	RioTinto	1987
5004	1.27	3	10	2	DeBeers	1989
5004	1.2	1	8	3	DeBeers	1963
5004	1.22	1	7	2	Alrosa	1981
5005	0.97	2	4	3	RioTinto	1999
5005	1	2	6	3	Alrosa	1984
5005	1	2	6	3	Alrosa	1967
5005	1	2	6	4	Alrosa	1980
5005	1	2	6	3	Alrosa	2003
5005	1	2	6	3	Alrosa	2008
5006	1.23	1	8	3	RioTinto	1975
5006	1.08	1	5	3	Alrosa	1976
5007	1.01	2	8	2	Debswana	1975
5007	1.09	2	8	2	DeBeers	2004
5008	1.08	1	7	2	Alrosa	1966
5008	1.12	3	9	2	RioTinto	1974
5080	1.03	4	9	2	DeBeers	2014
5081	1.03	1	6	3	Alrosa	1998
5082	1.03	1	5	2	Debswana	1999
5082	1.25	3	10	3	DeBeers	1973
5082	1.12	3	9	3	DeBeers	1995
5082	1.05	3	9	1	RioTinto	1991
5083	1.01	2	7	3	RioTinto	1987
5083	1.01	1	4	3	RioTinto	1989
5083	1.01	2	7	3	Debswana	2010
5083	1.01	2	7	4	RioTinto	1978
5083	1.01	2	7	2	DeBeers	1979
5083	1.01	1	4	3	Alrosa	2003
5083	1.01	1	4	3	Debswana	1992
5083	1.21	1	6	4	DeBeers	1985
5084	1.21	1	8	2	RioTinto	2010
5085	1.08	3	9	1	Debswana	1990
5085	0.81	4	4	2	DeBeers	1985
5086	1.02	1	7	2	DeBeers	1969
5086	1	2	5	2	RioTinto	2009
5086	1	2	5	3	Alrosa	1974
5087	1.21	1	9	1	RioTinto	2005
5089	1.01	2	5	3	Alrosa	1995
5089	1.01	2	6	3	Alrosa	2007
5089	0.93	2	5	2	DeBeers	1978
5090	1.01	2	5	3	RioTinto	1983
5183	1.18	4	10	2	Alrosa	2000
5183	1.03	2	7	3	Debswana	1989
5183	1.03	2	7	2	Alrosa	1980
5183	1.03	2	7	3	RioTinto	1964
5184	1.06	1	4	4	Alrosa	1988
5184	0.87	4	5	1	DeBeers	1984
5184	1.14	1	7	1	DeBeers	1998
5184	1.37	1	10	3	Alrosa	2005
